tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating 
Political Science,1452,University of Ottawa,Daniel,,Pierre-Antoine,319447,130,average,TEACHER,PROFESSOR,2.7
Sociology,1452,University of Ottawa,Linda,,Pietrantonio,612586,8,average,TEACHER,PROFESSOR,2.8
Geology,1452,University of Ottawa,Paula C.,,Piilonen,739687,4,average,TEACHER,PROFESSOR,2.8
Accounting,1452,University of Ottawa,Rimma,,Pilat-Riches,2398675,3,average,TEACHER,PROFESSOR,3.0
Philosophy,1452,University of Ottawa,Guillaume,,Pilote,1890962,6,good,TEACHER,PROFESSOR,3.9
Health Science,1452,University of Ottawa,Lara,,Pilutti,2454696,13,average,TEACHER,PROFESSOR,3.4
Modern Languages & Literatures,1452,University of Ottawa,Joana,,Pimentel,2546130,2,good,TEACHER,PROFESSOR,4.5
Classics,1452,University of Ottawa,Pierluigi,,Piovanelli,354827,15,good,TEACHER,PROFESSOR,4.4
Law,1452,University of Ottawa,Benjamin,,Piper,2383607,9,average,TEACHER,PROFESSOR,3.1
Criminal Justice,1452,University of Ottawa,Alvaro,,Pires,741498,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Roberto ,,Pirisi,2068940,7,poor,TEACHER,PROFESSOR,1.4
Psychology,1452,University of Ottawa,Rana,,Pishva,2504949,4,poor,TEACHER,PROFESSOR,1.2
History,1452,University of Ottawa,Michael,,Piva,15503,79,good,TEACHER,PROFESSOR,4.2
Psychology,1452,University of Ottawa,Helene,,Plamondon,1107013,41,good,TEACHER,PROFESSOR,4.5
Translation,1452,University of Ottawa,Cecile,,Planchon,2092066,5,average,TEACHER,PROFESSOR,2.8
Mathematics,1452,University of Ottawa,Paul Eugene,,Parent,376642,41,good,TEACHER,PROFESSOR,3.5
Management,1452,University of Ottawa,Milena,,Parent,2780976,1,poor,TEACHER,PROFESSOR,2.0
Political Science,1452,University of Ottawa,Danic,,Parenteau,596027,27,good,TEACHER,PROFESSOR,3.8
Education,1452,University of Ottawa,Sima,,Paribakht,613431,16,good,TEACHER,PROFESSOR,3.8
Management,1452,University of Ottawa,Enea,,Parimbelli,2410554,4,good,TEACHER,PROFESSOR,4.0
International Studies,1452,University of Ottawa,Roland,,Paris,913586,21,good,TEACHER,PROFESSOR,4.4
Nursing,1452,University of Ottawa,Nancy ,,Paris ,1939648,1,average,TEACHER,PROFESSOR,3.0
Education,1452,University of Ottawa,Paul,,Parisien,2761253,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering  Computer Science,1452,University of Ottawa,Jeongwon,,Park,2233695,11,good,TEACHER,PROFESSOR,4.4
Social Science,1452,University of Ottawa,Jungwee,,Park,55186,75,average,TEACHER,PROFESSOR,2.8
Music,1452,University of Ottawa,Dillon,,Parmer,27615,32,average,TEACHER,PROFESSOR,2.9
English,1452,University of Ottawa,James,,Parsons,20001,57,average,TEACHER,PROFESSOR,3.2
Economics,1452,University of Ottawa,Claude,,Parthenay,1532589,54,average,TEACHER,PROFESSOR,3.2
Electrical Engineering & Computer Science,1452,University of Ottawa,Mohammad,,Pasandi,2789435,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1452,University of Ottawa,Minani Passy,,Pascasie,2763118,0,zero,TEACHER,PROFESSOR,N/A
Italian,1452,University of Ottawa,Helga,,Paschetto,2314374,29,good,TEACHER,PROFESSOR,5.0
Computer Science,1452,University of Ottawa,Kanstantsin,,Pashkovic,2474286,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1452,University of Ottawa,Kanstantsin,,Pashkovich,2482793,12,average,TEACHER,PROFESSOR,2.9
Education,1452,University of Ottawa,Louis,,Pasteur,2780569,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1452,University of Ottawa,Matthew,,Paterson,471719,40,average,TEACHER,PROFESSOR,3.4
Health Science,1452,University of Ottawa,Lindsay,,Patrick,1605688,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1452,University of Ottawa,Stephanie,,Patrick,2443686,2,good,TEACHER,PROFESSOR,5.0
Management,1452,University of Ottawa,Jonathan,,Patrick,1069081,9,good,TEACHER,PROFESSOR,4.3
Business,1452,University of Ottawa,Laura,,Paul,2137006,17,good,TEACHER,PROFESSOR,4.4
French,1452,University of Ottawa,Jean-Nicolas,,Paul,2513118,5,average,TEACHER,PROFESSOR,2.8
Communication,1452,University of Ottawa,Eric,,Paulhus,2351482,6,good,TEACHER,PROFESSOR,4.5
Biology,1452,University of Ottawa,Micheline,,Paulin-Levasseur,68150,26,poor,TEACHER,PROFESSOR,2.2
Law,1452,University of Ottawa,Marina,,Pavlovic,1467766,12,good,TEACHER,PROFESSOR,3.6
Management,1452,University of Ottawa,Suzanne,,Payette,1536857,15,poor,TEACHER,PROFESSOR,1.4
Art,1452,University of Ottawa,Chantale,,Payette,2101655,1,good,TEACHER,PROFESSOR,4.0
Political Studies,1452,University of Ottawa,Alex,,Payette,2336478,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1452,University of Ottawa,Alex,,Payette,1988308,1,poor,TEACHER,PROFESSOR,1.0
Engineering,1452,University of Ottawa,Pierre,,Payeur,99765,16,good,TEACHER,PROFESSOR,3.7
Fine Arts,1452,University of Ottawa,Christopher,,Payne,2096821,3,average,TEACHER,PROFESSOR,2.5
Finance,1452,University of Ottawa,Renato,Lazo,Paz,2779538,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1452,University of Ottawa,Alexandra,,Peacutepin,2657727,1,good,TEACHER,PROFESSOR,5.0
Management,1452,University of Ottawa,Kathryn,,Pedwell,459617,23,average,TEACHER,PROFESSOR,3.3
Sociology,1452,University of Ottawa,Efe,,Peker,2545078,37,good,TEACHER,PROFESSOR,4.3
Health Science,1452,University of Ottawa,Sophie,,Péladeau,2541101,2,good,TEACHER,PROFESSOR,4.0
Chemistry,1452,University of Ottawa,Wendy,,Pell,649200,115,good,TEACHER,PROFESSOR,3.7
Economics,1452,University of Ottawa,Claude,,Prud'homme,1921597,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Marc,,Prud'Homme,14728,75,average,TEACHER,PROFESSOR,3.2
Engineering,1452,University of Ottawa,George,,Psofogiannakis,2411729,10,good,TEACHER,PROFESSOR,4.7
Accounting,1452,University of Ottawa,Rhonda,,Pyper,872967,23,average,TEACHER,PROFESSOR,2.7
Electrical Engineering  Computer Science,1452,University of Ottawa,Belrim,,Qela,1961520,11,poor,TEACHER,PROFESSOR,1.4
Finance,1452,University of Ottawa,Qianru,,Qi,2666084,16,poor,TEACHER,PROFESSOR,1.8
Management,1452,University of Ottawa,Tanvir,,Quadir,2575348,19,good,TEACHER,PROFESSOR,3.9
History,1452,University of Ottawa,Andrea,,Quaiattini,894838,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Jennifer,,Quaid,933465,8,average,TEACHER,PROFESSOR,3.3
Psychology,1452,University of Ottawa,Jeffry,,Quan,2287569,7,good,TEACHER,PROFESSOR,3.9
Geography,1452,University of Ottawa,Magalie,,Quintal-Marineau,2064260,1,good,TEACHER,PROFESSOR,4.0
Translation,1452,University of Ottawa,Jean,,Quirion,1897154,5,good,TEACHER,PROFESSOR,4.0
Criminal Justice,1452,University of Ottawa,Bastien,,Quirion,791648,8,good,TEACHER,PROFESSOR,3.8
Business,1452,University of Ottawa,Tony,,Quon,371162,38,average,TEACHER,PROFESSOR,2.6
Economics,1452,University of Ottawa,Nguyen Van,,Quyen,14741,29,poor,TEACHER,PROFESSOR,2.3
Management,1452,University of Ottawa,Bijan,,Raahemi,570902,20,average,TEACHER,PROFESSOR,3.2
Women,1452,University of Ottawa,Shelley,,Rabinovitch,15502,255,good,TEACHER,PROFESSOR,3.7
Political Science,1452,University of Ottawa,Noomane,,Raboudi,1218272,116,average,TEACHER,PROFESSOR,3.5
Arabic Studies,1452,University of Ottawa,Claude,,Rachid,1495515,18,good,TEACHER,PROFESSOR,3.8
Translation,1452,University of Ottawa,Andre,,Racicot,2425001,1,good,TEACHER,PROFESSOR,4.0
Finance,1452,University of Ottawa,Francois-Eric,,Racicot,1792629,4,poor,TEACHER,PROFESSOR,2.1
Mathematics,1452,University of Ottawa,Michel,,Racine,23378,11,good,TEACHER,PROFESSOR,4.2
French,1452,University of Ottawa,Noële,,Racine,1717543,7,average,TEACHER,PROFESSOR,2.7
Political Studies,1452,University of Ottawa,Alexandru,,Racu,1830882,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1452,University of Ottawa,Catalin,Constantin,Rada,2187360,6,average,TEACHER,PROFESSOR,3.3
Mathematics,1452,University of Ottawa,Catalin,,Rada,542523,133,average,TEACHER,PROFESSOR,3.4
Education,1452,University of Ottawa,Linda,,Radford,1885396,8,good,TEACHER,PROFESSOR,4.0
English,1452,University of Ottawa,Bernhard,,Radloff,266524,45,average,TEACHER,PROFESSOR,3.1
Engineering,1452,University of Ottawa,Matei,,Radulescu,980795,7,good,TEACHER,PROFESSOR,4.3
Medicine,1452,University of Ottawa,Jerry,,Radziuk,2625168,1,good,TEACHER,PROFESSOR,4.0
Engineering,1452,University of Ottawa,Mohammad,,Rafiee,2598134,2,good,TEACHER,PROFESSOR,3.5
Business,1452,University of Ottawa,M,,Rafiquzzaman,24839,13,good,TEACHER,PROFESSOR,3.5
Business,1452,University of Ottawa,Tim,,Ragan,1146424,11,average,TEACHER,PROFESSOR,3.1
Engineering,1452,University of Ottawa,Helmy,,Ragheb,1379002,2,good,TEACHER,PROFESSOR,4.0
Electrical Engineering amp Computer Science,1452,University of Ottawa,Arya,,Rahgozar,2523706,20,good,TEACHER,PROFESSOR,4.8
Economics,1452,University of Ottawa, Armaghan ,,Rahimi,1979136,12,average,TEACHER,PROFESSOR,2.9
Business,1452,University of Ottawa,Abdul,,Rahman,570295,12,good,TEACHER,PROFESSOR,4.8
Biology,1452,University of Ottawa,Sahiba,,Rahman,1566923,2,poor,TEACHER,PROFESSOR,1.5
International Studies,1452,University of Ottawa,Sajjadur,,Rahman,2717461,1,good,TEACHER,PROFESSOR,4.0
Health Science,1452,University of Ottawa,Marc,,Rahme,2137289,32,good,TEACHER,PROFESSOR,3.8
Chemistry,1452,University of Ottawa,Derek,,Pratt,1622135,21,good,TEACHER,PROFESSOR,3.8
Medicine,1452,University of Ottawa,Christine,,Pratt,1421146,12,poor,TEACHER,PROFESSOR,1.8
Education,1452,University of Ottawa,David,,Pratt,2812474,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Marie,,Pratte,15470,15,good,TEACHER,PROFESSOR,5.0
French,1452,University of Ottawa,Maxime,,Preacutevost,2724559,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Jean-Paul,,Prevost,1378013,0,zero,TEACHER,PROFESSOR,N/A
Music,1452,University of Ottawa,Roxane,,Prevost,565794,11,good,TEACHER,PROFESSOR,4.0
Music,1452,University of Ottawa,Roxanne,,Prevost,2684233,1,poor,TEACHER,PROFESSOR,1.0
Art,1452,University of Ottawa,Maxime,,Prevost,2724558,0,zero,TEACHER,PROFESSOR,N/A
French,1452,University of Ottawa,Maxime,,Prevost,855667,31,good,TEACHER,PROFESSOR,4.3
History,1452,University of Ottawa,Dara,,Price,976295,5,good,TEACHER,PROFESSOR,4.7
Theater,1452,University of Ottawa,Kathryn,,Prince,1327954,8,good,TEACHER,PROFESSOR,4.6
Religion,1452,University of Ottawa,Keelin,,Pringnitz,2751037,3,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,Andrew,,Pritchard,2492651,1,good,TEACHER,PROFESSOR,5.0
Engineering,1452,University of Ottawa,Robert,,Probert,17577,5,poor,TEACHER,PROFESSOR,2.2
Education,1452,University of Ottawa,Jerome,,Proulx,966550,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1452,University of Ottawa,Patricia,,Proulx,2381937,2,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Jean-Phylippe,,Provencher,2553914,6,good,TEACHER,PROFESSOR,4.5
Economics,1452,University of Ottawa,Claude,,Prud'homme,1921597,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Marc,,Prud'Homme,14728,75,average,TEACHER,PROFESSOR,3.2
Philosophy,1452,University of Ottawa,David,,Raynor,792977,20,average,TEACHER,PROFESSOR,3.0
Social Work,1452,University of Ottawa,Shamim,,Razaghi Kashani,2697448,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Steve,,Recoskie,1616198,10,good,TEACHER,PROFESSOR,4.7
English,1452,University of Ottawa,Geoffery,,Rector,356959,52,good,TEACHER,PROFESSOR,3.7
Engineering,1452,University of Ottawa,David,,Redekop,484989,7,good,TEACHER,PROFESSOR,3.7
Health,1452,University of Ottawa,Jennifer,,Reed,1774633,9,good,TEACHER,PROFESSOR,3.9
Political Studies,1452,University of Ottawa,Emily,,Regan Wills,1886061,16,good,TEACHER,PROFESSOR,4.7
Social Sciences,1452,University of Ottawa,Philippe,,Régnier,1438316,5,average,TEACHER,PROFESSOR,2.6
Health Science,1452,University of Ottawa,Atiq,,Rehman,1811590,14,average,TEACHER,PROFESSOR,2.5
Philosophy,1452,University of Ottawa,Jeffrey,,Reid,11364,84,good,TEACHER,PROFESSOR,4.0
Administration,1452,University of Ottawa,Gilles,,Reinhardt,2384633,13,average,TEACHER,PROFESSOR,2.5
Religion,1452,University of Ottawa,Adele,,Reinhartz,2179246,2,good,TEACHER,PROFESSOR,5.0
Education,1452,University of Ottawa,Giuliano,,Reis,1542181,7,poor,TEACHER,PROFESSOR,1.7
Psychology,1452,University of Ottawa,Elke,,Reissing,1528045,4,good,TEACHER,PROFESSOR,3.9
Classics,1452,University of Ottawa,Denis,,Renaud,483902,21,good,TEACHER,PROFESSOR,4.6
Health Science,1452,University of Ottawa,Jean-Marc,,Renaud,2177952,30,poor,TEACHER,PROFESSOR,1.5
History,1452,University of Ottawa,Magali,,Renault-Monin,1770554,2,average,TEACHER,PROFESSOR,2.5
Languages,1452,University of Ottawa,Alain,,René,653136,7,good,TEACHER,PROFESSOR,4.9
Engineering,1452,University of Ottawa,Colin,,Rennie,1019525,19,average,TEACHER,PROFESSOR,2.8
Music,1452,University of Ottawa,Donald,,Renshaw,1747435,1,good,TEACHER,PROFESSOR,4.5
Languages,1452,University of Ottawa,Shana,,Poplack,169541,7,average,TEACHER,PROFESSOR,2.8
Women's Studies,1452,University of Ottawa,Hilda Joyce,,Portilla,1845611,39,average,TEACHER,PROFESSOR,2.7
Health & Physical Education,1452,University of Ottawa,Andrew,,Post,1425173,3,good,TEACHER,PROFESSOR,4.3
Communication,1452,University of Ottawa,Evan,,Potter,17937,84,average,TEACHER,PROFESSOR,2.9
Health Science,1452,University of Ottawa,Monique,,Potvin-Kent,1860476,23,average,TEACHER,PROFESSOR,3.2
Biology,1452,University of Ottawa,Alexandre,,Poulain,1898733,5,good,TEACHER,PROFESSOR,4.6
Social Science,1452,University of Ottawa,Richard,,Poulin,45707,8,good,TEACHER,PROFESSOR,4.1
Law,1452,University of Ottawa,Daniel,,Poulin,2548852,6,good,TEACHER,PROFESSOR,5.0
Health Science,1452,University of Ottawa,Kristin,,Pound,1801389,2,poor,TEACHER,PROFESSOR,2.2
Communication,1452,University of Ottawa,Tim,,Powers,15931,34,good,TEACHER,PROFESSOR,3.5
Chemistry,1452,University of Ottawa,Derek,,Pratt,1622135,21,good,TEACHER,PROFESSOR,3.8
Medicine,1452,University of Ottawa,Christine,,Pratt,1421146,12,poor,TEACHER,PROFESSOR,1.8
Education,1452,University of Ottawa,David,,Pratt,2812474,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Marie,,Pratte,15470,15,good,TEACHER,PROFESSOR,5.0
French,1452,University of Ottawa,Maxime,,Preacutevost,2724559,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Jean-Paul,,Prevost,1378013,0,zero,TEACHER,PROFESSOR,N/A
Music,1452,University of Ottawa,Roxane,,Prevost,565794,11,good,TEACHER,PROFESSOR,4.0
Music,1452,University of Ottawa,Roxanne,,Prevost,2684233,1,poor,TEACHER,PROFESSOR,1.0
Art,1452,University of Ottawa,Maxime,,Prevost,2724558,0,zero,TEACHER,PROFESSOR,N/A
French,1452,University of Ottawa,Maxime,,Prevost,855667,30,good,TEACHER,PROFESSOR,4.3
Business,1452,University of Ottawa,Allan,,Riding,798112,8,average,TEACHER,PROFESSOR,3.0
Philosophy,1452,University of Ottawa,Sophie,,Rietti,460441,45,average,TEACHER,PROFESSOR,2.9
Social Sciences,1452,University of Ottawa,Tom,,Ring,2148097,1,good,TEACHER,PROFESSOR,5.0
Political Science,1452,University of Ottawa,Jean-Francois,,Rioux,173422,11,average,TEACHER,PROFESSOR,3.1
History,1452,University of Ottawa,Geneviãve,G-R,Rioux,1872959,1,good,TEACHER,PROFESSOR,4.0
Health Science,1452,University of Ottawa,France,,Rioux,2560233,10,poor,TEACHER,PROFESSOR,2.0
Philosophy,1452,University of Ottawa,Mitia,,Rioux-Beaulne,1063876,19,good,TEACHER,PROFESSOR,4.1
Sociology & Anthropology,1452,University of Ottawa,Phyllis,L. F.,Rippeyoung,1836850,3,good,TEACHER,PROFESSOR,3.5
Chemistry,1452,University of Ottawa,Darren,,Ritcheson,1891503,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Pierre,,Ritchie,1543072,1,good,TEACHER,PROFESSOR,5.0
Music,1452,University of Ottawa,Robert,,Rival,2233727,6,average,TEACHER,PROFESSOR,2.8
Social Sciences,1452,University of Ottawa,Nicholas,,Rivers,2242406,2,good,TEACHER,PROFESSOR,3.5
History,1452,University of Ottawa,Sébastien,,Rivest,1978165,4,good,TEACHER,PROFESSOR,4.0
Criminology,1452,University of Ottawa,Dominique,,Robert,1484752,11,average,TEACHER,PROFESSOR,2.7
Physical Ed,1452,University of Ottawa,Gordon,,Robertson,67322,8,good,TEACHER,PROFESSOR,3.7
Education,1452,University of Ottawa,Judith,,Robertson,115947,9,average,TEACHER,PROFESSOR,3.2
Philosophy,1452,University of Ottawa,David,,Robichaud,1039828,15,good,TEACHER,PROFESSOR,4.0
Social Science,1452,University of Ottawa,Michael,,Robidoux,97334,26,good,TEACHER,PROFESSOR,4.4
Psychology,1452,University of Ottawa,Rebecca,,Robillard,2482192,3,good,TEACHER,PROFESSOR,4.3
Religion,1452,University of Ottawa,Shelley,,Robinovitch,752301,17,good,TEACHER,PROFESSOR,4.5
Translation,1452,University of Ottawa,Jean,,Quirion,1897154,5,good,TEACHER,PROFESSOR,4.0
Criminal Justice,1452,University of Ottawa,Bastien,,Quirion,791648,9,good,TEACHER,PROFESSOR,3.9
Business,1452,University of Ottawa,Tony,,Quon,371162,38,average,TEACHER,PROFESSOR,2.6
Economics,1452,University of Ottawa,Nguyen Van,,Quyen,14741,32,poor,TEACHER,PROFESSOR,2.2
Management,1452,University of Ottawa,Bijan,,Raahemi,570902,24,good,TEACHER,PROFESSOR,3.5
Women,1452,University of Ottawa,Shelley,,Rabinovitch,15502,264,good,TEACHER,PROFESSOR,3.6
Political Science,1452,University of Ottawa,Noomane,,Raboudi,1218272,124,good,TEACHER,PROFESSOR,3.5
Arabic Studies,1452,University of Ottawa,Claude,,Rachid,1495515,20,good,TEACHER,PROFESSOR,3.8
Translation,1452,University of Ottawa,Andre,,Racicot,2425001,1,good,TEACHER,PROFESSOR,4.0
Finance,1452,University of Ottawa,Francois-Eric,,Racicot,1792629,4,poor,TEACHER,PROFESSOR,2.1
Mathematics,1452,University of Ottawa,Michel,,Racine,23378,11,good,TEACHER,PROFESSOR,4.2
French,1452,University of Ottawa,Noële,,Racine,1717543,7,average,TEACHER,PROFESSOR,2.7
Political Studies,1452,University of Ottawa,Alexandru,,Racu,1830882,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1452,University of Ottawa,Catalin,Constantin,Rada,2187360,6,average,TEACHER,PROFESSOR,3.3
Mathematics,1452,University of Ottawa,Catalin,,Rada,542523,139,average,TEACHER,PROFESSOR,3.4
Education,1452,University of Ottawa,Linda,,Radford,1885396,8,good,TEACHER,PROFESSOR,4.0
English,1452,University of Ottawa,Bernhard,,Radloff,266524,45,average,TEACHER,PROFESSOR,3.1
Engineering,1452,University of Ottawa,Matei,,Radulescu,980795,9,good,TEACHER,PROFESSOR,4.2
Medicine,1452,University of Ottawa,Jerry,,Radziuk,2625168,1,good,TEACHER,PROFESSOR,4.0
Engineering,1452,University of Ottawa,Mohammad,,Rafiee,2598134,3,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Mohsen,,Rezapour,2410113,3,average,TEACHER,PROFESSOR,3.0
Education,1452,University of Ottawa,Allain,,Rhal,754466,0,zero,TEACHER,PROFESSOR,N/A
French,1452,University of Ottawa,Martine,,Rhéaume,2114401,23,good,TEACHER,PROFESSOR,4.0
Computer Science,1452,University of Ottawa,Dorra,,Riahi,2656532,17,poor,TEACHER,PROFESSOR,1.5
Administration,1452,University of Ottawa,Suhaib,,Riaz,2620727,6,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Nathalie,,Ricard,1539704,16,good,TEACHER,PROFESSOR,4.4
Languages,1452,University of Ottawa,Franco,,Ricci,15689,100,average,TEACHER,PROFESSOR,3.3
Law,1452,University of Ottawa,Sylvia,,Rich,2549624,2,average,TEACHER,PROFESSOR,2.5
Management,1452,University of Ottawa,Greg,,Richards,738667,4,average,TEACHER,PROFESSOR,3.3
Fine Arts,1452,University of Ottawa,Catherine,,Richards,1777960,4,poor,TEACHER,PROFESSOR,1.6
Law,1452,University of Ottawa,Sarah,,Richardson,2507680,0,zero,TEACHER,PROFESSOR,N/A
Education,1452,University of Ottawa,John,,Richardson,2520338,1,poor,TEACHER,PROFESSOR,1.0
Health Science,1452,University of Ottawa,Natalie,,Richer,2092016,1,average,TEACHER,PROFESSOR,3.0
French,1452,University of Ottawa,Josée Michele,,Richer,1663499,23,good,TEACHER,PROFESSOR,4.5
Engineering,1452,University of Ottawa,Patrick,,Richer,1920570,43,good,TEACHER,PROFESSOR,4.9
Chemistry,1452,University of Ottawa,Darrin,,Richeson,458073,161,good,TEACHER,PROFESSOR,3.7
Political Studies,1452,University of Ottawa,Roger,,Rickwood,1753560,27,good,TEACHER,PROFESSOR,3.6
Communication,1452,University of Ottawa,Diane,,Riddell,2520192,2,good,TEACHER,PROFESSOR,4.5
Business,1452,University of Ottawa,Allan,,Riding,798112,8,average,TEACHER,PROFESSOR,3.0
Philosophy,1452,University of Ottawa,Sophie,,Rietti,460441,46,average,TEACHER,PROFESSOR,2.9
Engineering,1452,University of Ottawa,Rasool,Salek,Rostam,2400080,0,zero,TEACHER,PROFESSOR,N/A
Management,1452,University of Ottawa,Anoosheh,,Rostamkalaei,2606007,10,good,TEACHER,PROFESSOR,3.7
Education,1452,University of Ottawa,Jenn,,Rottmann,1781058,3,good,TEACHER,PROFESSOR,5.0
Biomedical Engineering,1452,University of Ottawa,Gholamreza,,Rouhi,1236428,9,good,TEACHER,PROFESSOR,4.3
Engineering,1452,University of Ottawa,Fahima,,Rouis,2591253,3,good,TEACHER,PROFESSOR,5.0
Health Science,1452,University of Ottawa,Philippe,,Rousseau,1425168,42,good,TEACHER,PROFESSOR,3.6
Art History,1452,University of Ottawa,Patrick,J,Roussel,1905755,5,good,TEACHER,PROFESSOR,4.2
Political Studies,1452,University of Ottawa,Shelagh,,Roxburgh,1986288,5,average,TEACHER,PROFESSOR,3.2
Mathematics,1452,University of Ottawa,Damien,,Roy,33020,34,good,TEACHER,PROFESSOR,3.5
Economics,1452,University of Ottawa,Rischard,,Roy,1331552,1,poor,TEACHER,PROFESSOR,1.0
Linguistics,1452,University of Ottawa,Joseph,,Roy,1616237,3,good,TEACHER,PROFESSOR,3.7
Mathematics,1452,University of Ottawa,Christian,,Roy,1683042,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1452,University of Ottawa,Jean Francois,,Roy,1683967,1,good,TEACHER,PROFESSOR,4.0
Theater,1452,University of Ottawa,Jean Stéphane,,Roy,1707169,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Sutanu,,Roy,2009057,0,zero,TEACHER,PROFESSOR,N/A
Medicine,1452,University of Ottawa,Marie-Hélène,,Roy-Gagnon,2047434,0,zero,TEACHER,PROFESSOR,N/A
Modern Languages & Literatures,1452,University of Ottawa,David,,Rozotto,1467265,4,good,TEACHER,PROFESSOR,5.0
History,1452,University of Ottawa,Jonathan,,Ruano,1741517,0,zero,TEACHER,PROFESSOR,N/A
Languages,1452,University of Ottawa,José María,,Ruano De La Haza,27891,24,good,TEACHER,PROFESSOR,3.7
History,1452,University of Ottawa,Jonathan,,Ruano Junior,1741518,1,poor,TEACHER,PROFESSOR,2.0
Religion,1452,University of Ottawa,Adele,,Reinhartz,2179246,2,good,TEACHER,PROFESSOR,5.0
Education,1452,University of Ottawa,Giuliano,,Reis,1542181,7,poor,TEACHER,PROFESSOR,1.7
Psychology,1452,University of Ottawa,Elke,,Reissing,1528045,4,good,TEACHER,PROFESSOR,3.9
Health Science,1452,University of Ottawa,Jean-Marc,,Renaud,2177952,30,poor,TEACHER,PROFESSOR,1.5
Classics,1452,University of Ottawa,Denis,,Renaud,483902,22,good,TEACHER,PROFESSOR,4.6
History,1452,University of Ottawa,Magali,,Renault-Monin,1770554,2,average,TEACHER,PROFESSOR,2.5
Languages,1452,University of Ottawa,Alain,,René,653136,7,good,TEACHER,PROFESSOR,4.9
Engineering,1452,University of Ottawa,Colin,,Rennie,1019525,19,average,TEACHER,PROFESSOR,2.8
Music,1452,University of Ottawa,Donald,,Renshaw,1747435,1,good,TEACHER,PROFESSOR,4.5
Modern Languages & Literatures,1452,University of Ottawa,James,,Restrepo,1886859,3,good,TEACHER,PROFESSOR,4.2
Finance,1452,University of Ottawa,Michael,W.,Reynolds,2634831,18,average,TEACHER,PROFESSOR,3.0
Mathematics,1452,University of Ottawa,Mohsen,,Rezapour,2410113,3,average,TEACHER,PROFESSOR,3.0
Education,1452,University of Ottawa,Allain,,Rhal,754466,0,zero,TEACHER,PROFESSOR,N/A
French,1452,University of Ottawa,Martine,,Rhéaume,2114401,23,good,TEACHER,PROFESSOR,4.0
Computer Science,1452,University of Ottawa,Dorra,,Riahi,2656532,17,poor,TEACHER,PROFESSOR,1.5
Administration,1452,University of Ottawa,Suhaib,,Riaz,2620727,6,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Nathalie,,Ricard,1539704,16,good,TEACHER,PROFESSOR,4.4
Languages,1452,University of Ottawa,Franco,,Ricci,15689,100,average,TEACHER,PROFESSOR,3.3
Law,1452,University of Ottawa,Sylvia,,Rich,2549624,2,average,TEACHER,PROFESSOR,2.5
Management,1452,University of Ottawa,Greg,,Richards,738667,4,average,TEACHER,PROFESSOR,3.3
Microbiology,1452,University of Ottawa,Subash,,Sad,1868297,1,good,TEACHER,PROFESSOR,5.0
Engineering,1452,University of Ottawa,Hamed,,Sadeghi,2735177,2,good,TEACHER,PROFESSOR,5.0
Translation,1452,University of Ottawa,Gaafar,,Sadek,2084912,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Nabel,,Sadek,2340154,8,good,TEACHER,PROFESSOR,4.4
Languages,1452,University of Ottawa,Antoine ,,Sadia,1991845,0,zero,TEACHER,PROFESSOR,N/A
Social Science,1452,University of Ottawa,Tonio,,Sadik,531400,41,average,TEACHER,PROFESSOR,3.1
Business,1452,University of Ottawa,Pouya,,Safi,2168088,29,good,TEACHER,PROFESSOR,4.3
